Case #1: 861
4 33 115035
4 34 154085
4 35 77906
4 36 117436
4 37 155117
5 6 47876
5 7 79614
5 8 53113
5 9 56911
5 10 161182
5 11 14729
5 12 26753
5 13 96079
5 14 1000000
5 15 28742
5 16 84214
5 17 66327
5 18 47064
5 19 77969
5 20 52072
5 21 20688
5 22 99770
5 23 1000000
5 24 1000000
5 25 127669
5 26 98328
5 27 52801
5 28 132849
5 29 17351
5 30 122033
5 31 56059
5 32 100986
5 33 87614
5 34 101793
5 35 6361
5 36 54768
5 37 83572
6 7 65505
6 8 100989
6 9 9035
6 10 121752
6 11 62605
6 12 69661
6 13 83164
6 14 83960
6 15 76618
6 16 96025
6 17 114092
6 18 812
6 19 67150
6 20 83694
6 21 68564
6 22 115135
6 23 74524
6 24 95753
6 25 79793
6 26 146204
6 27 100677
6 28 84973
6 29 65227
6 30 1000000
6 31 8183
6 32 85971
6 33 92625
6 34 53917
6 35 41515
6 36 90351
6 37 35696
7 8 106918
7 9 74540
7 10 168899
7 11 94343
7 12 98984
7 13 64949
7 14 1000000
7 15 54538
7 16 58888
7 17 65024
7 18 64693
7 19 1645
7 20 29365
7 21 60749
7 22 111671
7 23 74033
7 24 31154
7 25 140111
7 26 1000000
7 27 127497
7 28 84482
7 29 62263
7 30 181472
7 31 73688
7 32 21372
7 33 55488
7 34 53426
7 35 85975
7 36 24846
7 37 59711
8 9 110024
8 10 1000000
8 11 38384
8 12 79866
8 13 65417
8 14 89197
8 15 81855
8 16 78278
8 17 106223
8 18 100177
8 19 108563
8 20 105185
8 21 73801
8 22 144862
8 23 158100
8 24 138072
8 25 159501
8 26 121983
8 27 1000000
8 28 185962
8 29 70464
8 30 175146
8 31 109172
8 32 128290
8 33 74878
8 34 154906
8 35 59474
8 36 107881
8 37 136685
9 10 1000000
9 11 71640
9 12 78696
9 13 92199
9 14 92995
9 15 85653
9 16 105060
9 17 123127
9 18 9847
9 19 76185
9 20 92729
9 21 77599
9 22 106100
9 23 83559
9 24 102841
9 25 88828
9 26 155239
9 27 1000000
9 28 94008
9 29 74262
9 30 173976
9 31 17218
9 32 93059
9 33 101660
9 34 62952
9 35 50550
9 36 99386
9 37 26661
10 11 175911
10 12 187935
10 13 146663
10 14 125098
10 15 181047
10 16 159524
10 17 187469
10 18 120940
10 19 168806
10 20 141086
10 21 140494
10 22 220707
10 23 136080
10 24 157309
10 25 201545
10 26 259510
10 27 213983
10 28 146529
10 29 143831
10 30 282108
10 31 129935
10 32 147527
10 33 156124
10 34 115473
10 35 161643
10 36 181248
10 37 1000000
11 12 41482
11 13 103801
11 14 50813
11 15 43471
11 16 1000000
11 17 81056
11 18 61793
11 19 92698
11 20 66801
11 21 35417
11 22 114499
11 23 119716
11 24 114926
11 25 142398
11 26 83599
11 27 67530
11 28 147578
11 29 32080
11 30 136762
11 31 70788
11 32 115715
11 33 102343
11 34 116522
11 35 21090
11 36 69497
11 37 98301
12 13 122832
12 14 62837
12 15 44446
12 16 110967
12 17 93080
12 18 70473
12 19 100629
12 20 78825
12 21 47441
12 22 115474
12 23 127819
12 24 126950
12 25 121547
12 26 125081
12 27 1000000
12 28 138268
12 29 44104
12 30 95280
12 31 1000000
12 32 120356
12 33 114367
12 34 107212
12 35 33114
12 36 81521
12 37 83906
13 14 59995
13 15 109739
13 16 12861
13 17 40806
13 18 1000000
13 19 66594
13 20 75983
13 21 75391
13 22 87453
13 23 106517
13 24 74676
13 25 94084
13 26 187264
13 27 81470
13 28 130266
13 29 78728
13 30 135445
13 31 74981
13 32 67156
13 33 1000000
13 34 99210
13 35 1000000
13 36 56298
13 37 118860
14 15 55949
14 16 48130
14 17 67709
14 18 83148
14 19 43708
14 20 15988
14 21 1000000
14 22 114356
14 23 106369
14 24 76507
14 25 136153
14 26 1000000
14 27 88885
14 28 129835
14 29 18733
14 30 1000000
14 31 92143
14 32 66725
14 33 51530
14 34 98779
14 35 42445
14 36 56150
14 37 105064
15 16 96878
15 17 86192
15 18 75806
15 19 56183
15 20 71937
15 21 40553
15 22 74346
15 23 124852
15 24 85692
15 25 156411
15 26 106028
15 27 81543
15 28 139020
15 29 37216
15 30 139726
15 31 84801
15 32 75910
15 33 1000000
15 34 107964
15 35 35103
15 36 74633
15 37 112314
16 17 53667
16 18 96837
16 19 60533
16 20 64118
16 21 63526
16 22 100314
16 23 93656
16 24 87537
16 25 88023
16 26 182542
16 27 1000000
16 28 143127
16 29 66863
16 30 1000000
16 31 1000000
16 32 80017
16 33 3400
16 34 112071
16 35 1000000
16 36 43437
16 37 118599
17 18 113391
17 19 66669
17 20 83697
17 21 52313
17 22 46647
17 23 72421
17 24 33870
17 25 134890
17 26 146458
17 27 119128
17 28 106762
17 29 48976
17 30 152815
17 31 115787
17 32 43652
17 33 50267
17 34 75706
17 35 72688
17 36 86393
17 37 110050
18 19 66338
18 20 84506
18 21 67752
18 22 115947
18 23 75336
18 24 95847
18 25 80605
18 26 145392
18 27 99865
18 28 85785
18 29 1000000
18 30 165753
18 31 8995
18 32 86065
18 33 93437
18 34 54729
18 35 40703
18 36 89539
18 37 36508
19 20 27720
19 21 59104
19 22 113316
19 23 73420
19 24 32799
19 25 141756
19 26 162211
19 27 129142
19 28 86127
19 29 60618
19 30 183117
19 31 75333
19 32 23017
19 33 57133
19 34 55071
19 35 84330
19 36 23201
19 37 61356
20 21 31384
20 22 130344
20 23 101140
20 24 60519
20 25 152141
20 26 150400
20 27 104873
20 28 113847
20 29 34721
20 30 174105
20 31 91877
20 32 50737
20 33 67518
20 34 82791
20 35 58433
20 36 50921
20 37 89076
21 22 98960
21 23 90973
21 24 86183
21 25 1000000
21 26 119016
21 27 73489
21 28 142636
21 29 3337
21 30 142721
21 31 76747
21 32 82121
21 33 66926
21 34 111580
21 35 27049
21 36 40754
21 37 104260
22 23 84627
22 24 80517
22 25 181537
22 26 180374
22 27 152571
22 28 136290
22 29 95623
22 30 106168
22 31 123318
22 32 90299
22 33 96914
22 34 105234
22 35 106131
22 36 133040
22 37 132761
23 24 62443
23 25 137951
23 26 198229
23 27 1000000
23 28 51663
23 29 87636
23 30 190795
23 31 66341
23 32 52661
23 33 97056
23 34 20607
23 35 1000000
23 36 50219
23 37 110220
24 25 159180
24 26 135786
24 27 152998
24 28 1000000
24 29 82846
24 30 186685
24 31 87570
24 32 9782
24 33 84137
24 34 1000000
24 35 106558
24 36 56000
24 37 76180
25 26 225997
25 27 156632
25 28 148400
25 29 1000000
25 30 210607
25 31 71610
25 32 149398
25 33 84623
25 34 117344
25 35 121308
25 36 131460
25 37 1000000
26 27 142433
26 28 208678
26 29 115679
26 30 220361
26 31 1000000
26 32 145568
26 33 185942
26 34 177622
26 35 104689
26 36 153096
26 37 181900
27 28 185650
27 29 70152
27 30 174834
27 31 108860
27 32 1000000
27 33 72009
27 34 1000000
27 35 59162
27 36 107569
27 37 94684
28 29 139299
28 30 233548
28 31 76790
28 32 63110
28 33 139727
28 34 31056
28 35 126488
28 36 101882
28 37 120669
29 30 139384
29 31 73410
29 32 83635
29 33 70263
29 34 108243
29 35 23712
29 36 37417
29 37 100923
30 31 156758
30 32 196467
30 33 125984
30 34 202492
30 35 128394
30 36 172821
30 37 1000000
31 32 77788
31 33 84442
31 34 45734
31 35 49698
31 36 98534
31 37 43879
32 33 76617
32 34 32054
32 35 107347
32 36 46218
32 37 66398
33 34 108671
33 35 93975
33 36 46837
33 37 115199
34 35 95432
34 36 70826
34 37 89613
35 36 61129
35 37 77211
36 37 84557
Case #131: Impossible
Case #132: Impossible
Case #133: 36
1 2 546983
1 3 561609
1 4 733861
1 5 815217
1 6 1000000
1 7 585193
1 8 479620
1 9 538126
2 3 14626
2 4 1000000
2 5 1000000
2 6 1000000
2 7 38210
2 8 1000000
2 9 555374
3 4 316458
3 5 514853
3 6 1000000
3 7 52836
3 8 309136
3 9 540748
4 5 613409
4 6 1000000
4 7 263622
4 8 265910
4 9 497522
5 6 79506
5 7 567689
5 8 347499
5 9 311320
6 7 629965
6 8 1000000
6 9 231814
7 8 361972
7 9 593584
8 9 231612
Case #134: 820
1 2 1000000
1 3 1000000
1 4 1000000
1 5 1000000
1 6 1000000
1 7 268135
1 8 1000000
1 9 1000000
1 10 242906
1 11 1000000
1 12 336488
1 13 1000000
1 14 1000000
1 15 1000000
1 16 221332
1 17 1000000
1 18 1000000
1 19 1000000
1 20 1000000
1 21 308368
1 22 1000000
1 23 175280
1 24 1000000
1 25 1000000
1 26 1000000
1 27 215214
1 28 1000000
1 29 1000000
1 30 251997
1 31 297725
1 32 1000000
1 33 1000000
1 34 1000000
1 35 217260
1 36 1000000
1 37 200870
1 38 260326
1 39 1000000
1 40 1000000
1 41 1000000
2 3 1000000
2 4 1000000
2 5 138490
2 6 1000000
2 7 1000000
2 8 1000000
2 9 1000000
2 10 1000000
2 11 1000000
2 12 1000000
2 13 1000000
2 14 173768
2 15 149010
2 16 1000000
2 17 1000000
2 18 1000000
2 19 1000000
2 20 1000000
2 21 1000000
2 22 1000000
2 23 139823
2 24 1000000
2 25 190187
2 26 1000000
2 27 1000000
2 28 1000000
2 29 1000000
2 30 1000000
2 31 1000000
2 32 1000000
2 33 1000000
2 34 1000000
2 35 1000000
2 36 1000000
2 37 1000000
2 38 1000000
2 39 1000000
2 40 1000000
2 41 222546
3 4 1000000
3 5 167911
3 6 290385
3 7 1000000
3 8 1000000
3 9 1000000
3 10 1000000
3 11 1000000
3 12 1000000
3 13 1000000
3 14 1000000
3 15 228814
3 16 1000000
3 17 1000000
3 18 1000000
3 19 1000000
3 20 1000000
3 21 1000000
3 22 1000000
3 23 1000000
3 24 1000000
3 25 1000000
3 26 1000000
3 27 1000000
3 28 1000000
3 29 1000000
3 30 1000000
3 31 1000000
3 32 1000000
3 33 1000000
3 34 1000000
3 35 1000000
3 36 1000000
3 37 217369
3 38 1000000
3 39 1000000
3 40 1000000
3 41 1000000
4 5 183885
4 6 1000000
4 7 1000000
4 8 1000000
4 9 1000000
4 10 1000000
4 11 151913
4 12 1000000
4 13 1000000
4 14 1000000
4 15 1000000
4 16 1000000
4 17 167779
4 18 1000000
4 19 1000000
4 20 1000000
4 21 1000000
4 22 1000000
4 23 1000000
4 24 128170
4 25 156831
4 26 1000000
4 27 334097
4 28 150422
4 29 1000000
4 30 48979
4 31 1000000
4 32 1000000
4 33 124199
4 34 1000000
4 35 1000000
4 36 1000000
4 37 1000000
4 38 1000000
4 39 140693
4 40 1000000
4 41 1000000
5 6 1000000
5 7 1000000
5 8 1000000
5 9 1000000
5 10 148649
5 11 53009
5 12 1000000
5 13 1000000
5 14 177257
5 15 1000000
5 16 1000000
5 17 1000000
5 18 1000000
5 19 46053
5 20 1000000
5 21 1000000
5 22 1000000
5 23 1000000
5 24 1000000
5 25 1000000
5 26 211074
5 27 1000000
5 28 104978
5 29 1000000
5 30 1000000
5 31 1000000
5 32 1000000
5 33 1000000
5 34 1000000
5 35 219602
5 36 1000000
5 37 1000000
5 38 1000000
5 39 1000000
5 40 1000000
5 41 1000000
6 7 1000000
6 8 126029
6 9 1000000
6 10 173670
6 11 1000000
6 12 1000000
6 13 1000000
6 14 1000000
6 15 1000000
6 16 1000000
6 17 1000000
6 18 248193
6 19 137162
6 20 1000000
6 21 1000000
6 22 1000000
6 23 1000000
6 24 1000000
6 25 1000000
6 26 1000000
6 27 303847
6 28 1000000
6 29 225392
6 30 1000000
6 31 187250
6 32 147684
6 33 1000000
6 34 1000000
6 35 301801
6 36 1000000
6 37 1000000
6 38 1000000
6 39 1000000
6 40 1000000
6 41 1000000
7 8 1000000
7 9 1000000
7 10 1000000
7 11 1000000
7 12 1000000
7 13 167130
7 14 1000000
7 15 1000000
7 16 1000000
7 17 312006
7 18 1000000
7 19 1000000
7 20 1000000
7 21 1000000
7 22 1000000
7 23 1000000
7 24 258848
7 25 1000000
7 26 1000000
7 27 1000000
7 28 1000000
7 29 166392
7 30 1000000
7 31 1000000
7 32 292661
7 33 327084
7 34 1000000
7 35 1000000
7 36 1000000
7 37 1000000
7 38 1000000
7 39 1000000
7 40 289861
7 41 264008
8 9 152555
8 10 1000000
8 11 1000000
8 12 1000000
8 13 290707
8 14 1000000
8 15 82734
8 16 96043
8 17 145831
8 18 1000000
8 19 1000000
8 20 54608
8 21 1000000
8 22 1000000
8 23 1000000
8 24 168412
8 25 1000000
8 26 1000000
8 27 1000000
8 28 1000000
8 29 1000000
8 30 120136
8 31 159069
8 32 1000000
8 33 44608
8 34 1000000
8 35 281341
8 36 1000000
8 37 1000000
8 38 1000000
8 39 28422
8 40 1000000
8 41 1000000
9 10 1000000
9 11 84587
9 12 1000000
9 13 213947
9 14 1000000
9 15 1000000
9 16 1000000
9 17 1000000
9 18 1000000
9 19 1000000
9 20 1000000
9 21 1000000
9 22 1000000
9 23 1000000
9 24 1000000
9 25 1000000
9 26 1000000
9 27 1000000
9 28 1000000
9 29 1000000
9 30 179907
9 31 1000000
9 32 1000000
9 33 1000000
9 34 1000000
9 35 188024
9 36 1000000
9 37 129302
9 38 1000000
9 39 124133
9 40 133071
9 41 1000000
10 11 95640
10 12 1000000
10 13 255296
10 14 1000000
10 15 72625
10 16 1000000
10 17 1000000
10 18 1000000
10 19 102596
10 20 1000000
10 21 1000000
10 22 1000000
10 23 1000000
10 24 1000000
10 25 1000000
10 26 1000000
10 27 1000000
10 28 153104
10 29 1000000
10 30 167777
10 31 1000000
10 32 1000000
10 33 1000000
10 34 180931
10 35 310733
10 36 1000000
10 37 1000000
10 38 1000000
10 39 1000000
10 40 1000000
10 41 146161
11 12 1000000
11 13 159656
11 14 1000000
11 15 1000000
11 16 1000000
11 17 1000000
11 18 345234
11 19 1000000
11 20 1000000
11 21 1000000
11 22 1000000
11 23 1000000
11 24 1000000
11 25 172077
11 26 1000000
11 27 1000000
11 28 1000000
11 29 206579
11 30 138225
11 31 78073
11 32 1000000
11 33 204610
11 34 1000000
11 35 1000000
11 36 1000000
11 37 1000000
11 38 93640
11 39 1000000
11 40 1000000
11 41 165699
12 13 1000000
12 14 211497
12 15 1000000
12 16 1000000
12 17 1000000
12 18 414980
12 19 1000000
12 20 1000000
12 21 1000000
12 22 1000000
12 23 1000000
12 24 1000000
12 25 1000000
12 26 1000000
12 27 1000000
12 28 1000000
12 29 1000000
12 30 1000000
12 31 1000000
12 32 1000000
12 33 1000000
12 34 1000000
12 35 1000000
12 36 1000000
12 37 1000000
12 38 1000000
12 39 1000000
12 40 237133
12 41 1000000
13 14 1000000
13 15 1000000
13 16 1000000
13 17 1000000
13 18 1000000
13 19 166612
13 20 239378
13 21 1000000
13 22 1000000
13 23 1000000
13 24 224308
13 25 1000000
13 26 1000000
13 27 1000000
13 28 162233
13 29 227703
13 30 234107
13 31 207433
13 32 1000000
13 33 1000000
13 34 1000000
13 35 1000000
13 36 1000000
13 37 1000000
13 38 1000000
13 39 1000000
13 40 1000000
13 41 1000000
14 15 26514
14 16 75809
14 17 89636
14 18 1000000
14 19 1000000
14 20 56138
14 21 162845
14 22 1000000
14 23 1000000
14 24 1000000
14 25 1000000
14 26 213089
14 27 262576
14 28 1000000
14 29 1000000
14 30 1000000
14 31 1000000
14 32 1000000
14 33 1000000
14 34 1000000
14 35 264622
14 36 67669
14 37 1000000
14 38 114803
14 39 1000000
14 40 1000000
14 41 100050
15 16 1000000
15 17 1000000
15 18 1000000
15 19 1000000
15 20 1000000
15 21 1000000
15 22 1000000
15 23 1000000
15 24 1000000
15 25 1000000
15 26 186575
15 27 1000000
15 28 1000000
15 29 1000000
15 30 1000000
15 31 1000000
15 32 1000000
15 33 1000000
15 34 1000000
15 35 1000000
15 36 1000000
15 37 1000000
15 38 1000000
15 39 1000000
15 40 1000000
15 41 1000000
16 17 1000000
16 18 1000000
16 19 196975
16 20 1000000
16 21 1000000
16 22 327649
16 23 1000000
16 24 1000000
16 25 185523
16 26 235870
16 27 1000000
16 28 1000000
16 29 1000000
16 30 1000000
16 31 1000000
16 32 1000000
16 33 1000000
16 34 1000000
16 35 188813
16 36 1000000
16 37 1000000
16 38 1000000
16 39 1000000
16 40 1000000
16 41 1000000
17 18 1000000
17 19 133674
17 20 1000000
17 21 73209
17 22 1000000
17 23 1000000
17 24 1000000
17 25 1000000
17 26 1000000
17 27 1000000
17 28 1000000
17 29 1000000
17 30 1000000
17 31 62557
17 32 109761
17 33 1000000
17 34 1000000
17 35 257095
17 36 1000000
17 37 1000000
17 38 1000000
17 39 1000000
17 40 1000000
17 41 1000000
18 19 338278
18 20 1000000
18 21 1000000
18 22 554802
18 23 1000000
18 24 321491
18 25 350152
18 26 1000000
18 27 527418
18 28 284210
18 29 1000000
18 30 242300
18 31 352138
18 32 1000000
18 33 1000000
18 34 1000000
18 35 1000000
18 36 1000000
18 37 1000000
18 38 1000000
18 39 1000000
18 40 1000000
18 41 1000000
19 20 196797
19 21 1000000
19 22 1000000
19 23 1000000
19 24 1000000
19 25 1000000
19 26 257127
19 27 1000000
19 28 1000000
19 29 1000000
19 30 1000000
19 31 71117
19 32 1000000
19 33 1000000
19 34 1000000
19 35 1000000
19 36 1000000
19 37 176777
19 38 100596
19 39 1000000
19 40 174343
19 41 1000000
20 21 1000000
20 22 1000000
20 23 1000000
20 24 1000000
20 25 1000000
20 26 1000000
20 27 1000000
20 28 1000000
20 29 1000000
20 30 1000000
20 31 1000000
20 32 1000000
20 33 1000000
20 34 1000000
20 35 1000000
20 36 11551
20 37 1000000
20 38 1000000
20 39 26186
20 40 1000000
20 41 1000000
21 22 1000000
21 23 1000000
21 24 1000000
21 25 1000000
21 26 188680
21 27 1000000
21 28 1000000
21 29 258922
21 30 1000000
21 31 1000000
21 32 182970
21 33 1000000
21 34 1000000
21 35 183886
21 36 105340
21 37 1000000
21 38 178287
21 39 1000000
21 40 1000000
21 41 1000000
22 23 1000000
22 24 1000000
22 25 1000000
22 26 1000000
22 27 498815
22 28 1000000
22 29 1000000
22 30 1000000
22 31 1000000
22 32 1000000
22 33 314699
22 34 1000000
22 35 1000000
22 36 1000000
22 37 1000000
22 38 1000000
22 39 1000000
22 40 277476
22 41 1000000
23 24 175383
23 25 1000000
23 26 1000000
23 27 303063
23 28 1000000
23 29 189592
23 30 76717
23 31 1000000
23 32 1000000
23 33 41344
23 34 63563
23 35 1000000
23 36 1000000
23 37 1000000
23 38 167734
23 39 1000000
23 40 78567
23 41 1000000
24 25 1000000
24 26 1000000
24 27 1000000
24 28 102579
24 29 1000000
24 30 1000000
24 31 30647
24 32 1000000
24 33 1000000
24 34 1000000
24 35 1000000
24 36 125335
24 37 1000000
24 38 1000000
24 39 1000000
24 40 134880
24 41 1000000
25 26 280014
25 27 1000000
25 28 173918
25 29 1000000
25 30 1000000
25 31 1000000
25 32 1000000
25 33 1000000
25 34 121006
25 35 1000000
25 36 1000000
25 37 168792
25 38 228248
25 39 1000000
25 40 139081
25 41 1000000
26 27 1000000
26 28 1000000
26 29 1000000
26 30 1000000
26 31 1000000
26 32 1000000
26 33 1000000
26 34 194385
26 35 335176
26 36 1000000
26 37 1000000
26 38 1000000
26 39 1000000
26 40 187453
26 41 260190
27 28 1000000
27 29 1000000
27 30 1000000
27 31 1000000
27 32 1000000
27 33 1000000
27 34 1000000
27 35 1000000
27 36 1000000
27 37 1000000
27 38 1000000
27 39 1000000
27 40 1000000
27 41 211087
28 29 1000000
28 30 1000000
28 31 79914
28 32 1000000
28 33 1000000
28 34 88289
28 35 1000000
28 36 123390
28 37 1000000
28 38 170524
28 39 1000000
28 40 1000000
28 41 154094
29 30 1000000
29 31 1000000
29 32 126269
29 33 1000000
29 34 1000000
29 35 1000000
29 36 1000000
29 37 1000000
29 38 1000000
29 39 1000000
29 40 123469
29 41 1000000
30 31 181357
30 32 141791
30 33 1000000
30 34 1000000
30 35 295908
30 36 1000000
30 37 1000000
30 38 1000000
30 39 1000000
30 40 96030
30 41 1000000
31 32 1000000
31 33 1000000
31 34 168203
31 35 1000000
31 36 1000000
31 37 1000000
31 38 1000000
31 39 130647
31 40 1000000
31 41 1000000
32 33 1000000
32 34 1000000
32 35 241786
32 36 1000000
32 37 1000000
32 38 1000000
32 39 1000000
32 40 1000000
32 41 1000000
33 34 1000000
33 35 276209
33 36 79256
33 37 1000000
33 38 1000000
33 39 1000000
33 40 1000000
33 41 1000000
34 35 1000000
34 36 1000000
34 37 1000000
34 38 198351
34 39 1000000
34 40 1000000
34 41 183598
35 36 1000000
35 37 268697
35 38 1000000
35 39 1000000
35 40 238986
35 41 1000000
36 37 1000000
36 38 1000000
36 39 1000000
36 40 1000000
36 41 114800
37 38 1000000
37 39 1000000
37 40 29711
37 41 1000000
38 39 1000000
38 40 1000000
38 41 1000000
39 40 1000000
39 41 100145
40 41 74414
Case #135: 276
1 2 1000000
1 3 1000000
1 4 155453
1 5 115785
1 6 1000000
1 7 171702
1 8 147562
1 9 193462
1 10 1000000
1 11 179884
1 12 197780
1 13 207206
1 14 236067
1 15 1000000
1 16 1000000
1 17 121930
1 18 1000000
1 19 1000000
1 20 144126
1 21 1000000
1 22 197683
1 23 158013
1 24 112143
2 3 221561
2 4 193892
2 5 154224
2 6 231140
2 7 210141
2 8 260940
2 9 1000000
2 10 126039
2 11 1000000
2 12 236219
2 13 245645
2 14 1000000
2 15 216776
2 16 1000000
2 17 149115
2 18 1000000
2 19 220835
2 20 254883
2 21 269883
2 22 269601
2 23 254287
2 24 158902
3 4 27669
3 5 67337
3 6 86763
3 7 123254
3 8 329937
3 9 1000000
3 10 95522
3 11 1000000
3 12 1000000
3 13 122458
3 14 172449
3 15 1000000
3 16 102561
3 17 1000000
3 18 165085
3 19 133948
3 20 1000000
3 21 48322
3 22 138376
3 23 98706
3 24 128193
4 5 39668
4 6 59094
4 7 1000000
4 8 1000000
4 9 59855
4 10 67853
4 11 95632
4 12 64173
4 13 1000000
4 14 144780
4 15 123404
4 16 74892
4 17 146075
4 18 183882
4 19 1000000
4 20 112488
4 21 75991
4 22 1000000
4 23 117503
4 24 147186
5 6 1000000
5 7 1000000
5 8 262600
5 9 77677
5 10 28185
5 11 94471
5 12 81995
5 13 1000000
5 14 1000000
5 15 1000000
5 16 35224
5 17 1000000
5 18 1000000
5 19 66611
5 20 1000000
5 21 115659
5 22 115377
5 23 1000000
5 24 1000000
6 7 1000000
6 8 302199
6 9 761
6 10 1000000
6 11 1000000
6 12 5079
6 13 145326
6 14 85686
6 15 165076
6 16 1000000
6 17 194221
6 18 124788
6 19 1000000
6 20 72296
6 21 108793
6 22 57444
6 23 58409
6 24 184434
7 8 248069
7 9 69197
7 10 84102
7 11 94816
7 12 1000000
7 13 76890
7 14 1000000
7 15 218989
7 16 20693
7 17 173222
7 18 176612
7 19 1000000
7 20 130574
7 21 151026
7 22 115722
7 23 116687
7 24 163435
8 9 1000000
8 10 235162
8 11 1000000
8 12 1000000
8 13 283573
8 14 376635
8 15 368982
8 16 227376
8 17 269492
8 18 1000000
8 19 1000000
8 20 291688
8 21 1000000
8 22 338251
8 23 298581
8 24 1000000
9 10 105862
9 11 1000000
9 12 5840
9 13 1000000
9 14 1000000
9 15 1000000
9 16 1000000
9 17 194982
9 18 1000000
9 19 1000000
9 20 73057
9 21 1000000
9 22 58205
9 23 59170
9 24 185195
10 11 1000000
10 12 110180
10 13 119606
10 14 190787
10 15 191257
10 16 63409
10 17 89120
10 18 1000000
10 19 1000000
10 20 1000000
10 21 143844
10 22 143562
10 23 128248
10 24 79333
11 12 1000000
11 13 146391
11 14 99925
11 15 1000000
11 16 115509
11 17 1000000
11 18 1000000
11 19 1000000
11 20 35758
11 21 72255
11 22 1000000
11 23 21871
11 24 1000000
12 13 140247
12 14 1000000
12 15 170155
12 16 84050
12 17 199300
12 18 119709
12 19 115437
12 20 1000000
12 21 1000000
12 22 1000000
12 23 53330
12 24 1000000
13 14 202574
13 15 254493
13 16 56197
13 17 113925
13 18 190899
13 19 1000000
13 20 110633
13 21 74136
13 22 164190
13 23 124520
13 24 123712
14 15 212654
14 16 174815
14 17 208918
14 18 144433
14 19 206202
14 20 1000000
14 21 128438
14 22 117724
14 23 78054
14 24 218705
15 16 198296
15 17 269479
15 18 68221
15 19 229683
15 20 1000000
15 21 184984
15 22 174270
15 23 1000000
15 24 270590
16 17 1000000
16 18 155919
16 19 1000000
16 20 149174
16 21 130333
16 22 136415
16 23 135287
16 24 142742
17 18 234536
17 19 183916
17 20 182044
17 21 166728
17 22 207827
17 23 168157
17 24 1000000
18 19 1000000
18 20 80266
18 21 116763
18 22 106049
18 23 66379
18 24 1000000
19 20 179182
19 21 161720
19 22 1000000
19 23 1000000
19 24 1000000
20 21 36497
20 22 1000000
20 23 1000000
20 24 191831
21 22 1000000
21 23 1000000
21 24 176515
22 23 39670
22 24 217614
23 24 1000000
Case #136: 21
1 2 1000000
